"","GAME_PLAYED","WIN_RATE","ON_FIRE","ELIS","OBJ_KILLS","OBJ_TIME","DAMAGE","DEATH","SOLO_KILLS","FINAL_BLOWS","BLOCKED","CHARGE","ULT","FIRE","ED","VOTING_CARDS","MEDALS","GOLD","SILVER","BRONZE","PLAYER_ID","WIN","LOSS"
"222",2,0,"13.8%","15.50 ","6.50 ","02:09 ","12,293 ","7.50 ","0.50 ","52% ","17,688 ","1.50 ","2.50 ","6.00 ",2.07,"0.50 ",2.5,"0.00 ","1.50 ","1.00 ","Lzuigi-1981",0,2
"223",4,0.5,"6.3%","20.75 ","9.75 ","03:56 ","14,848 ","8.00 ","0.00 ","42% ","24,350 ","3.00 ","2.75 ","9.00 ",2.59,"0.50 ",2.25,"1.00 ","0.50 ","0.50 ","Lzuigi-1981",2,2
"224",1,1,"13.7%","47.00 ","20.00 ","07:40 ","38,888 ","13.00 ","0.00 ","43% ","48,356 ","7.00 ","11.00 ","12.00 ",3.62,"1.00 ",5,"4.00 ","2.00 ","1.00 ","Lzuigi-1981",1,0
"225",1,0,"2.9%","10.00 ","3.00 ","02:44 ","9,824 ","12.00 ","0.00 ","60% ","20,333 ","0.00 ","0.00 ","6.00 ",0.83,"0.00 ",0,"0.00 ","0.00 ","0.00 ","Lzuigi-1981",0,1
"226",3,0.6667,"6.8%","21.33 ","6.67 ","02:21 ","15,011 ","9.67 ","0.33 ","42% ","18,806 ","2.00 ","5.67 ","6.67 ",2.21,"0.00 ",3,"1.00 ","1.67 ","0.33 ","Lzuigi-1981",2,1
"227",4,0.5,"4.1%","18.75 ","6.75 ","02:12 ","13,688 ","9.75 ","0.00 ","37% ","23,827 ","1.75 ","4.25 ","7.75 ",1.92,"0.50 ",2,"1.25 ","0.50 ","0.50 ","ProGitv-2639",2,2
"228",2,0.5,"4.0%","30.50 ","12.00 ","02:46 ","18,768 ","12.50 ","2.50 ","49% ","26,874 ","6.00 ","3.50 ","14.50 ",2.44,"0.50 ",5.5,"2.00 ","1.50 ","1.50 ","ProGitv-2639",1,1
"229",5,0.4,"12.7%","20.40 ","9.00 ","02:23 ","13,815 ","9.00 ","0.00 ","48% ","20,797 ","1.80 ","3.60 ","6.00 ",2.27,"0.60 ",3,"0.80 ","1.00 ","1.40 ","ProGitv-2639",2,3
"230",3,0.6667,"7.8%","28.00 ","13.33 ","03:32 ","17,767 ","12.00 ","0.00 ","35% ","25,869 ","5.00 ","8.33 ","11.00 ",2.33,"0.67 ",2.67,"1.00 ","0.33 ","1.33 ","ProGitv-2639",2,1
"231",1,0,"0.0%","12.00 ","4.00 ","00:44 ","11,069 ","8.00 ","1.00 ","25% ","6,537 ","1.00 ","3.00 ","5.00 ",1.5,"0.00 ",3,"0.00 ","2.00 ","1.00 ","ProGitv-2639",0,1
"232",7,0.5714,"9.4%","21.14 ","11.14 ","02:59 ","12,663 ","8.29 ","0.43 ","43% ","20,453 ","1.43 ","3.86 ","8.14 ",2.55,"0.43 ",2.14,"1.14 ","0.57 ","0.43 ","ProGitv-2639",4,3
"233",4,0.25,"11.2%","19.75 ","10.50 ","02:22 ","12,898 ","8.50 ","0.50 ","38% ","17,780 ","2.25 ","4.25 ","8.75 ",2.32,"0.50 ",2.75,"0.75 ","0.75 ","1.00 ","MpT-11179",1,3
"234",3,0.3333,"6.8%","21.00 ","12.33 ","05:10 ","14,921 ","10.33 ","0.33 ","51% ","28,680 ","2.67 ","4.00 ","9.33 ",2.03,"1.00 ",3,"1.33 ","0.67 ","1.33 ","MpT-11179",1,2
"235",6,0.5,"7.3%","16.33 ","7.83 ","02:44 ","13,627 ","8.50 ","1.00 ","42% ","21,248 ","1.67 ","2.50 ","7.00 ",1.92,"0.50 ",3,"1.83 ","0.83 ","0.33 ","MpT-11179",3,3
"236",4,0.25,"3.7%","17.00 ","10.50 ","03:31 ","13,124 ","10.00 ","0.00 ","51% ","19,956 ","2.50 ","2.50 ","6.50 ",1.7,"0.50 ",2.5,"1.00 ","1.00 ","0.50 ","MpT-11179",1,3
"237",2,1,"6.8%","25.00 ","14.50 ","03:25 ","16,984 ","10.50 ","0.50 ","44% ","28,770 ","2.50 ","6.00 ","8.50 ",2.38,"1.00 ",3.5,"2.00 ","0.50 ","1.00 ","MpT-11179",2,0
"238",15,0.6,"17.4%","25.93 ","11.73 ","02:34 ","15,452 ","8.73 ","0.80 ","42% ","22,438 ","3.53 ","5.47 ","9.13 ",2.97,"0.67 ",3.27,"1.40 ","1.13 ","0.73 ","Simmi-2735",9,6
"239",1,0,"11.6%","42.00 ","13.00 ","02:39 ","26,832 ","20.00 ","0.00 ","40% ","39,434 ","2.00 ","7.00 ","22.00 ",2.1,"0.00 ",5,"2.00 ","4.00 ","1.00 ","Simmi-2735",0,1
"240",9,0.25,"9.0%","21.11 ","8.11 ","01:51 ","13,548 ","9.56 ","0.44 ","44% ","21,003 ","3.22 ","4.56 ","8.11 ",2.21,"0.33 ",3,"1.22 ","0.78 ","0.89 ","Simmi-2735",2,7
"241",3,1,"1.4%","25.67 ","12.00 ","02:30 ","17,587 ","10.33 ","0.00 ","47% ","25,007 ","2.33 ","4.67 ","11.00 ",2.48,"0.00 ",3.33,"0.33 ","2.00 ","1.00 ","Simmi-2735",3,0
"242",1,1,"19.3%","29.00 ","8.00 ","01:20 ","15,100 ","9.00 ","0.00 ","34% ","12,925 ","3.00 ","7.00 ","9.00 ",3.22,"0.00 ",4,"2.00 ","2.00 ","1.00 ","Simmi-2735",1,0
"243",9,0.4444,"6.0%","17.67 ","5.56 ","01:53 ","13,560 ","8.89 ","0.11 ","38% ","23,093 ","2.11 ","2.56 ","7.11 ",1.99,"0.56 ",2.22,"0.78 ","0.89 ","0.56 ","Simmi-2735",4,5
"244",1,0,"38.7%","38.00 ","14.00 ","01:12 ","23,572 ","10.00 ","0.00 ","47% ","23,579 ","4.00 ","7.00 ","11.00 ",3.8,"1.00 ",7,"4.00 ","2.00 ","1.00 ","Fusions-2559",0,1
"245",2,0.5,"26.5%","23.50 ","8.50 ","01:42 ","14,012 ","9.00 ","0.00 ","45% ","19,001 ","3.50 ","4.00 ","13.00 ",2.61,"0.00 ",2,"1.50 ","0.00 ","0.50 ","Fusions-2559",1,1
"246",2,1,"13.8%","30.00 ","15.50 ","03:00 ","20,396 ","10.00 ","0.00 ","45% ","19,562 ","2.50 ","8.00 ","9.00 ",3,"0.50 ",3.5,"1.50 ","2.00 ","0.00 ","Fusions-2559",2,0
"247",1,1,"18.0%","42.00 ","20.00 ","04:15 ","29,572 ","11.00 ","0.00 ","26% ","37,854 ","4.00 ","11.00 ","15.00 ",3.82,"1.00 ",4,"1.00 ","3.00 ","0.00 ","Fusions-2559",1,0
"248",2,1,"27.6%","22.00 ","7.50 ","01:45 ","12,644 ","6.50 ","0.00 ","50% ","13,308 ","2.00 ","2.50 ","9.00 ",3.38,"0.50 ",3,"1.50 ","0.00 ","1.00 ","Fusions-2559",2,0
"249",5,0.8,"25.9%","29.80 ","9.40 ","02:18 ","15,896 ","7.20 ","0.40 ","50% ","16,209 ","2.00 ","4.40 ","12.80 ",4.14,"0.40 ",3,"1.60 ","1.20 ","0.40 ","Fusions-2559",4,1
"250",4,0.25,"3.4%","18.75 ","9.00 ","03:24 ","13,782 ","12.75 ","0.50 ","43% ","23,399 ","2.25 ","3.75 ","6.00 ",1.47,"0.50 ",3,"1.00 ","0.75 ","1.00 ","Baeginning-1343",1,3
"251",8,0.75,"5.6%","21.75 ","9.38 ","01:46 ","11,238 ","8.88 ","0.62 ","43% ","17,176 ","3.50 ","4.12 ","8.00 ",2.45,"0.12 ",2,"0.38 ","0.88 ","0.88 ","Baeginning-1343",6,2
"252",4,0.6667,"4.6%","23.25 ","12.00 ","01:33 ","14,300 ","9.75 ","0.50 ","41% ","23,333 ","3.50 ","4.50 ","10.75 ",2.38,"0.25 ",3,"0.50 ","1.25 ","1.00 ","Baeginning-1343",3,1
"253",9,0.7778,"11.0%","21.56 ","7.11 ","01:20 ","11,905 ","8.67 ","0.22 ","39% ","15,350 ","2.89 ","4.33 ","8.11 ",2.49,"0.11 ",2.78,"0.78 ","0.89 ","1.00 ","Baeginning-1343",7,2
"254",13,0.4615,"4.3%","17.92 ","6.46 ","02:00 ","11,412 ","9.77 ","0.46 ","48% ","16,955 ","3.15 ","4.00 ","7.62 ",1.83,"0.46 ",2.38,"0.92 ","0.54 ","1.00 ","Baeginning-1343",6,7
"255",4,0.75,"11.6%","24.00 ","11.75 ","03:01 ","13,272 ","8.75 ","1.25 ","55% ","16,766 ","3.25 ","6.50 ","8.00 ",2.74,"0.25 ",3.75,"1.75 ","1.25 ","0.50 ","Baeginning-1343",3,1
"256",1,0,"0.0%","15.00 ","3.00 ","00:54 ","13,148 ","9.00 ","0.00 ","33% ","21,661 ","1.00 ","0.00 ","7.00 ",1.67,"0.00 ",1,"1.00 ","0.00 ","1.00 ","Leinahtan-11954",0,1
"257",1,0,"16.1%","24.00 ","13.00 ","03:54 ","13,533 ","12.00 ","0.00 ","50% ","27,874 ","2.00 ","3.00 ","8.00 ",2,"0.00 ",4,"1.00 ","1.00 ","1.00 ","Leinahtan-11954",0,1
"258",3,1,"5.8%","19.67 ","10.67 ","01:59 ","12,942 ","10.00 ","0.00 ","41% ","22,259 ","1.67 ","3.00 ","9.00 ",1.97,"0.00 ",2.67,"0.67 ","0.67 ","1.00 ","Leinahtan-11954",3,0
"259",7,0.7143,"11.2%","22.00 ","11.14 ","02:43 ","12,458 ","9.43 ","0.29 ","36% ","20,097 ","2.43 ","5.00 ","9.00 ",2.33,"0.14 ",2.71,"0.86 ","0.86 ","1.29 ","Leinahtan-11954",5,2
"260",2,1,"12.6%","29.00 ","14.50 ","03:50 ","14,954 ","9.00 ","0.00 ","48% ","20,424 ","2.50 ","8.00 ","11.50 ",3.22,"1.00 ",3.5,"2.00 ","1.00 ","0.00 ","Leinahtan-11954",2,0
"261",2,0.5,"7.0%","29.50 ","15.00 ","01:47 ","16,366 ","11.50 ","0.50 ","39% ","23,383 ","2.00 ","10.00 ","10.50 ",2.57,"0.00 ",3.5,"1.00 ","1.00 ","1.50 ","Leinahtan-11954",1,1
"262",5,0.6,"8.2%","18.60 ","8.60 ","01:42 ","10,546 ","7.20 ","0.20 ","44% ","11,837 ","1.00 ","3.20 ","7.80 ",2.58,"0.00 ",2.4,"1.00 ","0.60 ","0.60 ","ped0fka-2677",3,2
"263",1,0,"0.4%","25.00 ","7.00 ","01:37 ","15,878 ","15.00 ","0.00 ","24% ","23,723 ","4.00 ","4.00 ","5.00 ",1.67,"0.00 ",2,"0.00 ","1.00 ","2.00 ","ped0fka-2677",0,1
"264",4,0.25,"2.8%","13.75 ","4.00 ","01:47 ","11,628 ","10.00 ","0.00 ","38% ","19,646 ","0.75 ","3.50 ","6.25 ",1.38,"0.00 ",2.75,"0.25 ","1.50 ","1.00 ","ped0fka-2677",1,3
"265",4,0.5,"4.1%","16.25 ","6.75 ","00:54 ","13,042 ","10.50 ","0.75 ","45% ","20,092 ","1.75 ","4.75 ","5.25 ",1.55,"0.00 ",2.75,"0.75 ","1.25 ","0.75 ","ped0fka-2677",2,2
"266",7,0.2857,"5.0%","19.71 ","9.00 ","02:24 ","12,315 ","7.29 ","0.29 ","41% ","18,325 ","1.86 ","5.00 ","7.71 ",2.71,"0.43 ",3,"1.57 ","0.57 ","0.86 ","ped0fka-2677",2,5
"267",6,0.8333,"10.8%","23.17 ","7.17 ","02:17 ","14,743 ","8.00 ","0.00 ","44% ","18,720 ","2.00 ","4.17 ","9.17 ",2.9,"0.17 ",2.83,"1.17 ","1.00 ","0.67 ","ped0fka-2677",5,1
"268",1,0,"0.0%","2.00 ","0.00 ","00:26 ","4,143 ","6.00 ","0.00 ","50% ","7,245 ","0.00 ","0.00 ","1.00 ",0.33,"0.00 ",1,"0.00 ","1.00 ","0.00 ","Dekest-2232",0,1
"269",6,0.8333,"7.6%","25.33 ","11.33 ","02:48 ","14,941 ","8.33 ","0.83 ","43% ","19,274 ","3.50 ","5.67 ","10.00 ",3.04,"0.67 ",3.5,"1.33 ","1.17 ","1.00 ","Dekest-2232",5,1
"270",5,0.4,"7.0%","20.00 ","5.80 ","01:36 ","11,733 ","7.40 ","0.20 ","51% ","18,451 ","2.80 ","4.60 ","7.80 ",2.7,"0.60 ",3.2,"1.20 ","0.80 ","1.20 ","Dekest-2232",2,3
"271",6,0.5,"15.7%","21.17 ","7.67 ","02:59 ","15,225 ","9.33 ","0.00 ","43% ","20,668 ","3.17 ","3.33 ","8.83 ",2.27,"0.33 ",2,"1.00 ","0.33 ","0.50 ","Dekest-2232",3,3
"272",1,0,"12.2%","17.00 ","3.00 ","01:20 ","17,615 ","11.00 ","0.00 ","47% ","23,782 ","7.00 ","2.00 ","5.00 ",1.55,"0.00 ",3,"2.00 ","1.00 ","1.00 ","Dekest-2232",0,1
"273",7,0.5714,"13.7%","19.86 ","6.86 ","01:38 ","12,679 ","8.14 ","0.71 ","44% ","17,095 ","3.14 ","4.71 ","8.00 ",2.44,"0.43 ",3,"1.14 ","1.00 ","0.71 ","Dekest-2232",4,3
"274",11,0.4545,"11.9%","22.27 ","8.55 ","02:43 ","12,619 ","8.18 ","0.36 ","47% ","22,811 ","3.09 ","3.55 ","7.91 ",2.72,"0.73 ",2.64,"0.82 ","0.91 ","0.82 ","LmAzoOoz-2575",5,6
"275",3,0.6667,"8.3%","18.00 ","5.67 ","02:02 ","11,025 ","7.67 ","0.00 ","44% ","19,623 ","3.00 ","3.67 ","9.00 ",2.35,"0.00 ",2.67,"0.67 ","1.67 ","0.33 ","LmAzoOoz-2575",2,1
"276",3,0.6667,"1.5%","30.00 ","14.33 ","04:34 ","18,377 ","12.33 ","1.33 ","44% ","45,382 ","4.00 ","5.67 ","10.33 ",2.43,"1.00 ",3,"1.00 ","1.33 ","0.67 ","LmAzoOoz-2575",2,1
